videoId,channelId,title,description,publishAt,videoUrl
-Py6VvJWsZs,UCWri_Fb-FZ3sJRC-fXBTJHA,ASMR KFC FOOD *FRIED CHICKEN BURGER/SANDWICH + SPICY FRIES MUKBANG | EATING SOUNDS #shorts,ASMR KFC FOOD *FRIED CHICKEN BURGER/SANDWICH + SPICY FRIES MUKBANG (No Talking) EATING SOUNDS | Zulfia ...,2022-03-03T10:18:03Z,https://www.youtube.com/watch?v=-Py6VvJWsZs
K0BjPSK6zz8,UCUP0o29cCHxtfLhCuSb3Nog,ASMR TACOS RAINBOW EYE JELLY CHICKEN MUKBANG EATING NOODLE EYE #shorts #viral #asmr #mukbang,,2023-01-09T15:41:58Z,https://www.youtube.com/watch?v=K0BjPSK6zz8
lEKLFpGLlRo,UCyBA5GttfzLht6u1DHQIBqw,MUKBANG MAKANAN SERBA TIAS #shorts #youtubeshorts #mukbang #asmr,shorts #youtubeshorts #mukbang #mukbangasmr #asmrmukbang #mukbangindonesia #rekomendasi #fyp #fypシ.,2023-01-04T11:30:07Z,https://www.youtube.com/watch?v=lEKLFpGLlRo
y6YPUntpipk,UC9ZH4Mk4ZEOf8kQTNVX34PA,"TAKIS RICE CAKE  ASMR MUKBANG Recipe for cheese sticks, hot dogs, and tteokbokki fire noodles eating","ASMR KLONDIKE BAR, CHOCOLATE ICE CREAM SANDWICHES, MINI MAGNUM ICE CREAM BARS, and FUDGE BROWNIES ...",2022-08-30T13:25:03Z,https://www.youtube.com/watch?v=y6YPUntpipk
vr6pHVh4PSQ,UC4PpFUrfT2Pou7OwpVF0MUQ,[Mukbang ASMR] 초대형 타조알🥚프라이&amp;수란! Fried ostrich EGG&amp;poaching ostrich EGG  eatingshow Ssoyoung,"The use of such images for profit may result in sanctions. Also, please leave a source when using it for non-profit purposes.",2021-02-08T10:00:09Z,https://www.youtube.com/watch?v=vr6pHVh4PSQ
wSAHCgmQB7A,UCxtLc0Jqq3SKBWlIXM_OC9g,"ASMR RAW OYSTER, SEA GRAPES 굴, 석화, 바다포도 FRESH SEAFOOD MUKBANG NO TALKING EATING SOUNDS KOREAN",오늘은 탱글탱글 제철맞은 굴과 석화 그리고 한알 한알 톡톡 터지는 식감이 매력적인 바다포도를 준비했어요! Help others by ...,2019-12-01T11:00:16Z,https://www.youtube.com/watch?v=wSAHCgmQB7A
6Vrx0Lf_ZNs,UCh29s-RNWI6z63670hUv71Q,Hailey Bieber Eats 10 Traditional French Dishes - Mukbang | Vogue India,"Hailey Bieber indulges in some fine dining with Vogue as she tucks into 'tarte au truffée', 'crêpes Suzette', and a banquet of ...",2022-06-08T13:00:02Z,https://www.youtube.com/watch?v=6Vrx0Lf_ZNs
q7abjRJqyVA,UCvNKouEfArrZl8tVypA1XZg,치킨 ASMR #shorts #diet #asmr,,2022-07-16T11:08:11Z,https://www.youtube.com/watch?v=q7abjRJqyVA
Ouot3GRasXQ,UCDX7VErirWPVNyu-HkFCbyQ,ASMR CHOCOLATE PARTY ICE CREAM EATING SOUND #shorts #asmr #mukbang,,2022-09-30T10:17:24Z,https://www.youtube.com/watch?v=Ouot3GRasXQ
1e1DDSzHD1w,UCBJ30UlGL27Ynv65zgmgU2Q,ASMR MUKBANG SAMYANG NUCLEAR❗❗❗#shorts  #asmr,ASMR MUKBANG SAMYANG NUCLEAR❗❗❗#shorts #viral #trending #fyp #tiktok #viralShorts #funny #cute #asmr #mukbang ...,2022-12-26T05:25:49Z,https://www.youtube.com/watch?v=1e1DDSzHD1w
XXJel0GEQvs,UCZUAgPtdgz_ij8xYjh75cQg,mukbang kaki kepiting alaska #mukbang #asmr #shorts,,2022-10-14T00:24:25Z,https://www.youtube.com/watch?v=XXJel0GEQvs
KW95aK2DQF0,UCmdBkTZNhjSyfVli1_c_KEA,[Newest_XiaoYu Mukbang ASMR] MUKBANG SATISFYING.중국 음식 먹기 .Mukbang Chinese Food. N03_06012023-9,"If you enjoy my Videos Please Subscribe my channel, Many thanks!",2023-02-06T12:00:09Z,https://www.youtube.com/watch?v=KW95aK2DQF0
Q5tNmnlMEN8,UCybzQL-nUUIcbobgx6CrvkQ,Spicy Food Challenge | Fried Chicken Fire Noodles Asmr Mukbang,mukbang #asmr #tiktok #spicy #foodchallenge 0:00 Grandpa's eating show that interferes with grandson's diet Spicy Fried ...,2022-09-28T11:00:23Z,https://www.youtube.com/watch?v=Q5tNmnlMEN8
XRQ56KDW2Uw,UChqg2NKQ3X_znOwJh79YM1g,Spicy Green Chicken Noodle for Breakfast 😳🌶 #asmr #mukbang #eating #spicynoodles #spicyfood,,2022-04-21T03:35:22Z,https://www.youtube.com/watch?v=XRQ56KDW2Uw
Y83JASCMiHQ,UCP1e4pbKQgrwI1KnR2Yb3TQ,Oliang the Pit Bull VS. Pork Collar Steak&amp;Duck [ASMR] RAW diet MUKBANG 犬が生の肉を食べる 개는 날 음식을 먹는다 [咀嚼音],Oliang the Pit Bull VS. Pork Collar Steak&Duck combo [ASMR] RAW diet | MUKBANG | 犬が生の肉を食べる | 개는 날 음식을 ...,2020-04-09T19:22:13Z,https://www.youtube.com/watch?v=Y83JASCMiHQ
o3j1Zr8Yrpk,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR CHEESE WHEEL MAC &amp; CHEESE MUKBANG 먹방 | COOKING &amp; EATING SOUNDS | Zach Choi ASMR,BUY MY MERCH!: https://silencestudios.com/ ASMR CHEESE WHEEL MAC & CHEESE MUKBANG 먹방 COOKING & EATING ...,2020-10-06T04:35:19Z,https://www.youtube.com/watch?v=o3j1Zr8Yrpk
5XUmaxZz6vc,UCZ02Sry3mbB9al4OlfDbk-A,ASMR EATING TACO BELL MUKBANG,Glen's First Time Eating JOLLIBEE https://youtu.be/9L6d-dSdWzA Support the channel and get some cool MERCH!!,2023-02-03T01:02:48Z,https://www.youtube.com/watch?v=5XUmaxZz6vc
QBzzU437BvQ,UCWQw14wDnnynh0Z47W1jSFQ,ASMR Mukbang Spicy Food Eating Sounds,"Hello guys! I'm Koebona! my channel talk about eating spicy food and eating real sounds. If you love my content please like, ...",2023-02-07T12:35:48Z,https://www.youtube.com/watch?v=QBzzU437BvQ
lquvpCaXi-s,UCifpu8ct0B1kWg8W5lCLboA,asmr mie jebew ala rumahan | asmr eating    #asmreating #mukbang #miejebew,asmreating #mukbangvideo #miejebew.,2022-10-15T11:00:21Z,https://www.youtube.com/watch?v=lquvpCaXi-s
uOvnUJJgkMQ,UCP1e4pbKQgrwI1KnR2Yb3TQ,🐄🐶nomyen the Pit Bull eats 🍒⚫️🐓Black Chicken [ASMR] RAW diet MUKBANG 犬が生の肉を食べる | 개는 날 음식을 먹는다 4K,nomyen the Pit Bull eats ⚫️  Black Chicken [ASMR] RAW diet MUKBANG 犬が生の肉を食べる | 개는 날 음식을 먹는다 4K ...,2020-02-17T01:21:45Z,https://www.youtube.com/watch?v=uOvnUJJgkMQ
Qwf7PvHL6uw,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR LASAGNA MUKBANG 먹방 | COOKING &amp; EATING SOUNDS | Zach Choi ASMR,BUY MY MERCH!: https://silencestudios.com/ ASMR LASAGNA MUKBANG 먹방 | COOKING & EATING SOUNDS Check out my ...,2021-01-19T03:00:04Z,https://www.youtube.com/watch?v=Qwf7PvHL6uw
B7-3FFc6jCI,UCP1e4pbKQgrwI1KnR2Yb3TQ,Oliang the Pit Bull eats 🐟Salmon&amp;🐓Chicken combo  [ASMR] | RAW diet | MUKBANG 犬が生の肉を食べる[咀嚼音],Oliang the Pit Bull eats Salmon&  Chicken&  Beef combo [ASMR] | RAW diet | B.A.R.F | MUKBANG 犬が生の肉を食べる [咀嚼 ...,2020-01-20T18:39:21Z,https://www.youtube.com/watch?v=B7-3FFc6jCI
6czqRAd5gq8,UCvR4-q_0RfJQn3eAl5Lxi6Q,ASMR opening can of diet Sunkist orange zero sugar swallowing sounds Mukbang #shorts ￼,,2022-03-20T17:30:01Z,https://www.youtube.com/watch?v=6czqRAd5gq8
g0O0FfLN33c,UCtMq7I55sZJcvaWac2-z4Sw,Satisfying ASMR Eating Edible Crunchy Crystal Geodes Mukbang 먹방,"Today I made some edible crunchy crystal geodes that look too pretty to eat, but the crunchy ASMR eating sounds were so ...",2023-02-08T12:00:34Z,https://www.youtube.com/watch?v=g0O0FfLN33c
4l6azdVScbc,UCnTVvByhcYmddLiipcvV15A,Mukbang Cringe… #mukbang #cringe #asmr #eating #shorts,Mukbang Cringe   Follow The Twitter https://twitter.com/MUKBANGMADNESS *Copyright Disclaimer Under Section 107 of the ...,2023-02-01T23:27:13Z,https://www.youtube.com/watch?v=4l6azdVScbc
DMYbH7aRFpU,UCP1e4pbKQgrwI1KnR2Yb3TQ,Pit Bull eats Chicken Breast&amp;Beef offal combo [ASMR] | RAW diet | MUKBANG 犬が生の肉を食べる | 4K,Pit Bull eats Chicken Breast&Beef offal combo [ASMR] | RAW diet | MUKBANG 犬が生の肉を食べる | 4K 00:56 Oliang strechy ...,2020-02-03T12:11:02Z,https://www.youtube.com/watch?v=DMYbH7aRFpU
RZeUR8_Dl2M,UCO5p-c9u1-fi3E6EeRQKJig,MUKBANG SNACK ASMR VIRAL STREET FOOD DI SOSMED KOREA STROBERI CRUNCHY?!?,TikTok: https://www.tiktok.com/@sunnydahye_ IG: https://www.instagram.com/sunnydahye/ ▽❓ Business Inquiries ❓ ▽ E-mail: ...,2022-12-13T10:30:04Z,https://www.youtube.com/watch?v=RZeUR8_Dl2M
os4JHcqa29M,UCGMsFBPnR2hcrM0xGoFUL-A,다이어트만두 닭껍질만두 먹방입니다!!,이번에 닭껍질만두를 맛보았는데 위쪽 바삭한 부위는 느끼함이 그래도 좀 덜한데 바삭하게 익지 못한 친구는 아무래도 비린 맛이 ...,2023-02-07T08:00:22Z,https://www.youtube.com/watch?v=os4JHcqa29M
FisfzkhnWkM,UCe4i096xEInBnNwIBRa68ug,#asmr #olives #mukbang 3BLS OF BLACK OLIVES,,2021-01-04T18:29:38Z,https://www.youtube.com/watch?v=FisfzkhnWkM
cffUM8IfqHg,UCP1e4pbKQgrwI1KnR2Yb3TQ,Oli&amp;nomy The Pit Bulls eat RAW 🐂🥩Ribeye Steak combo [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG,Oli&nomy The Pit Bulls eat RAW Ribeye Steak combo [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG | Premium ...,2022-07-21T14:30:13Z,https://www.youtube.com/watch?v=cffUM8IfqHg
PoEiv_GIy8Q,UCSFfyR6xTXujXraS4JIaiQw,"MUKBANG TEPUNG JENGKERUT, UNTUK DIET MAK NYUS | ASMR Mukbang","MUKBANG TEPUNG JENGKERUT, UNTUK DIET MAK NYUS | ASMR Mukbang Hai sobat Youtube.perkenalkan nama saya NUR ...",2022-12-04T02:48:07Z,https://www.youtube.com/watch?v=PoEiv_GIy8Q
0CpyAfhvemU,UCaOAvZLVwOWoYhp_dlU-gow,ASMR #shorts Makan Beras Basmati @ERRCHANNEL15 Raw Rice EATING⁉ || Crunchy SOUNDS MUKBANG Indonesia,ASMR #shorts Makan Beras Basmati ‎@ERRCHANNEL Raw Rice EATING⁉ || Crunchy SOUNDS MUKBANG Indonesia beras ...,2022-03-17T06:00:01Z,https://www.youtube.com/watch?v=0CpyAfhvemU
pYwrgA41xNg,UCzAiWo3kIqG-anVteFYCWYQ,"mukbang asmr challenge diet herbalife, makan tumisan tanpa minyak, ayam bakar penyet sambel 1 cobek","Halo mari Makan :) hello let's eat :) 안녕 먹자 :) mukbang asmr makan nasi merah, ayam bakar, tumis kacang, jengkol, terong ijo ...",2021-11-15T11:20:21Z,https://www.youtube.com/watch?v=pYwrgA41xNg
0xwULjpvkek,UC0XHJla5EiNOtnBfuh3vPBA,Eating Sour Fruits with Chilli Oil 🤤🤤 | Extremely Sour Food Challenge | Mukbang | Asmr Eating,Hi FOODIES Welcome to my channel ------------------------------------------------------------ My Cooking Channel : Darling Diary ...,2023-01-26T14:43:28Z,https://www.youtube.com/watch?v=0xwULjpvkek
ItPKptEI1BI,UCc7v5yYC_mviB1_fLuB-GRw,ASMR Tiktok Fruit Jelly Challenge (Dely-Gely) Eating Sounds Mukbang,SUBSCRIBE and JOIN MINEE STARS https://www.youtube.com/mineeeats ⭐️SUBSCRIBE to my second channel MINEE KIM ...,2020-03-14T11:00:08Z,https://www.youtube.com/watch?v=ItPKptEI1BI
1_sSHxJGMgs,UCeecGzePjdbiD563eJ3Pcyg,MUKBANG ASMRㅣDelicious! Spicy Chicken + Black Bean Noodles + Kimchi Eat🍗Korean 후니 Hoony Eating Sound,"Today, I ate jajang ramen, seasoned chicken, and green onion kimchi!! The combination of sweet jajang ramen and green onion ...",2020-11-18T09:00:00Z,https://www.youtube.com/watch?v=1_sSHxJGMgs
KzHz5Eh5NEY,UCh7OgJ2LWmISH7kG8uLFLiw,Mukbang cabe merah dan sayursayuran. #mukbang #asmr,Mukbang cabe merah dan sayuran.,2021-11-12T03:38:17Z,https://www.youtube.com/watch?v=KzHz5Eh5NEY
v2hNd686La4,UCkn29v_1a6slOpI18YWPQug,다이어트먹방 #Diet eating show#asmr #mukbang #show #먹방 #먹방브이로그 #먹방asmr,,2023-02-06T04:18:29Z,https://www.youtube.com/watch?v=v2hNd686La4
-ZiPy6tKXnI,UCwF4HetzpKZ5zrP5mvq8a7w,ASMR mukbang udang balado pete mercon ‼️ GAGAL DIET,selamat pagi sahabat online @octhachannel121 makan siang yang bahagia dengan menu udang pete balado dan sup ayam ...,2023-01-09T23:54:22Z,https://www.youtube.com/watch?v=-ZiPy6tKXnI
Izd8NyfeZNg,UCP1e4pbKQgrwI1KnR2Yb3TQ,🐄🐶nomy The Pit Bull eats RAW 🍣Salmon Sashimi combo🍣 [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG,combo [ASMR] MUKBANG 犬が生の肉を食べる [咀嚼音] Dog VLOG | Premium RAW | Specie Appropriate Diet for Canines | RAW ...,2022-04-08T14:00:14Z,https://www.youtube.com/watch?v=Izd8NyfeZNg
rXFVVJFTxEk,UCbyb5dadXv4yrpl9PVKkBTg,asmr | White grapes | Healthy  Grapes | mukbang,whitegrapes #grapes #nutrients #asmr #healthyfruits #shorts #youtubeshorts #shortvideo #wanderclicks.,2022-09-13T14:17:48Z,https://www.youtube.com/watch?v=rXFVVJFTxEk
4dPJ0bvKRyI,UCZ4fHlVQNtIGssKm0VcJVfw,Funny Sisters Emoji Eating Challenge | #asmr #food #shorts,,2022-08-15T10:56:54Z,https://www.youtube.com/watch?v=4dPJ0bvKRyI
booNY-BBoxs,UCdcqjdDhbvZ4j7-B0NqyDAQ,ASMR PINK DESSERT CHOCLATE #shorts #fyp #subscribe #jelly #youtube #asmr #yupi #mukbang,JANE ASMR #makan #kuliner #food #makanan #makanenak #foodporn #makanmakan #foodie #instafood #makananenak ...,2022-11-15T00:19:13Z,https://www.youtube.com/watch?v=booNY-BBoxs
58USpNl419U,UCaudz4kJ7PI6X8qzrWJk7og,MUKBANG ASMR KETOPRAK PORSI KULI #shorts #mukbang,"Jadi Guys kali ini kita mukbang ASMR KETOPRAK , Dengan Cuaca Hujan"" gini di tambah kenikmatan makan ketoprak waahhh ...",2022-12-30T04:53:01Z,https://www.youtube.com/watch?v=58USpNl419U
bPK2z36B5uU,UCDo9yCsoauubJhIz0Nnf_rA,ASMR RUJAK MENGKUDU UNTUK DIET!  ( MORINDA CITRIFOLIA ) DAN MANFAATNYA | NO TALKING ASMR INDONESIA,ASMR RUJAK MENGKUDU UNTUK DIET! DAN MANFAATNYA | NO TALKING ASMR INDONESIA #RujakMengkudu ...,2021-05-02T23:58:07Z,https://www.youtube.com/watch?v=bPK2z36B5uU
SGAERMKyutc,UCybzQL-nUUIcbobgx6CrvkQ,"ASMR EXOTIC FRUITS PLATTER *Passion fruit, melon, pineapple, papaya EATING SOUNDS Mukbang #shorts","Hello everyone Today is the tropical fruit emoji food challenge Passion fruit, melon, pineapple, papaya Which fruit do you like the ...",2022-06-17T11:00:15Z,https://www.youtube.com/watch?v=SGAERMKyutc
R2DLRFTufFY,UC_wWUXpZJBx9G-N7NnHHzxg,mukbang asmr ) Episode 83 👉 food challenge | Chinese food | seafood | mukbangs | ASMR 🍖,mukbang asmr ) Episode 1 food challenge | Chinese food | seafood | mukbangs | ASMR Hi Seafood Youtube Channel Is ...,2023-02-03T07:50:37Z,https://www.youtube.com/watch?v=R2DLRFTufFY
PHH3hyrhOOM,UCWri_Fb-FZ3sJRC-fXBTJHA,ASMR MCDONALDS *CHICKEN BIG MAC + CHEESEBURGER MUKBANG | EATING SOUNDS #shorts,ASMR MCDONALDS CHICKEN BIG MAC + CHEESEBURGER + MC NUGGETS + FRIES MUKBANG (No Talking) EATING ...,2022-04-20T09:17:40Z,https://www.youtube.com/watch?v=PHH3hyrhOOM
fbjXQ_m5QB8,UCHQnFdxn3kqIzx4yLENS-Iw,ASMR 맥도날드 페퍼로니 트리플치즈버거 맥너겟 치즈스틱 치즈소스 찍먹방 McDonald’s Triple Cheeseburger nuggets Cheese Stick MuKBang,햄버거 #새우튀김 #맥너겟 #burger #cheese #shrimp ▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭ 광고 / 협찬문의: ...,2022-11-19T11:45:01Z,https://www.youtube.com/watch?v=fbjXQ_m5QB8
9lv9rIVh96s,UCTKj1qLZ_oa8j0v-rXantiw,China Food Mukbang Eating Show #Shorts,"Look Yummy (맛있어 보여) Chinese Asmr Food Mukbang Eat Show chinese food, food spicy, asian food, korean mukbang, ...",2023-02-03T10:44:45Z,https://www.youtube.com/watch?v=9lv9rIVh96s
7UMK7UfNB6Q,UCyBA5GttfzLht6u1DHQIBqw,MUKBANG ASMR SNACK DIET #shorts #youtubeshorts #mukbang #asmr,shorts #youtubeshorts #mukbang #mukbangasmreating #asmrmouthsounds #mukbangindonesian #rekomendasi #fyp #fypシ.,2023-01-07T14:31:41Z,https://www.youtube.com/watch?v=7UMK7UfNB6Q
FfSU4ECp4Kk,UC2XTQE-FhCRm8ZKPoPIWR9w,GREEK YOGURT WITH COOKIES 🍪 🤤 #shorts #food #asmr #mukbang #eatingshow #tasty #асмр #мукбанг,Greek yogurt for breakfast is light and healthy #food #asmr #shorts #mukbang #eatingshow #tasty #мукбанг #асмр.,2022-12-03T10:20:34Z,https://www.youtube.com/watch?v=FfSU4ECp4Kk
Nk4b3Rn_yxU,UCH0ODQjNhgzDcqSHWkAikTg,ASMR MUKBANG EATING NIGERIAN FUFU WITH OKRA SOUP~Mom Interrupts,Coldest Giveaway https://thecoldestwater.com/Jays-giveaway Shop The Coldest Water https://thecoldestwater.com/?ref=shop-jays ...,2021-01-16T17:36:08Z,https://www.youtube.com/watch?v=Nk4b3Rn_yxU
ewQJwsAakyw,UCQ27Y2wq32qBu1UylKTNcgg,"ASMR eatingshow,enjoy the nice sound❤️#asmr #eatingshowasmr #fyp #mukbang #tiktokasmr",eating #delicious #Food.,2021-06-13T01:07:06Z,https://www.youtube.com/watch?v=ewQJwsAakyw
Av3Ujg0BVkQ,UCyJWyh0XhB_XM5I4zWvKemQ,"ASMR SPICY HOT PEPPER JAJANGMYEON, SAUSAGES  ENOKI MUSHROOM MUKBANG 9 #SHORTS","asmr seafood, asmr mie, asmr es krim, asmr makanan pedas, asmr indonesia, asmr jane, asmr bakso, asmr madu, asmr gurita, ...",2021-10-09T08:51:37Z,https://www.youtube.com/watch?v=Av3Ujg0BVkQ
PDJOnADH0ds,UC3oakjNkEifPK4okSCHojJw,salad orang melayu yang sebenar (mukbang malaysia) GADO GADO,"raya dah tak lama ni, jom diet Jangan lupa LIKE kalau korang suka video macam ni dan SUBSCRIBE channel aku ni ok :D ...",2023-02-06T10:00:08Z,https://www.youtube.com/watch?v=PDJOnADH0ds
55t-xLX0U2g,UCB7Te5Pb6LOTFV7i0Rzp8dg,"ASMR WATERMELON DESSERTS, SOUR CANDY, POPSICLE, CRYSTAL JELLY MUKBANG 먹방","ASMR WATERMELON DESSERTS, SOUR CANDY, POPSICLE, CRYSTAL JELLY MUKBANG 먹방 HUNNIBEE ASMR, ...",2021-01-12T22:31:29Z,https://www.youtube.com/watch?v=55t-xLX0U2g
cEVMkjbrGwY,UCAokbhGpTzRJF-iq4XqvDgg,ASMR RAINBOW EDIBLE WATER FROG EGG JELLO TUBE Interesting Water Drinking Sounds Bird Glasses Mukbang,"ASMR RAINBOW EDIBLE WATER FROG EGGS JELLO TEST TUBE Interesting Water Drinking Sounds Bird Glasses Mukbang, ...",2021-03-12T14:39:41Z,https://www.youtube.com/watch?v=cEVMkjbrGwY
imeOxneQExM,UCRw0Ru3c3N9iFvkcksBnptQ,Makan Sendiri Abaikan Diet dan Gendut #simokkustoba #shorts #reels #mukbang #asmr,,2022-07-16T05:12:57Z,https://www.youtube.com/watch?v=imeOxneQExM
oCdzcnzkUSA,UCo0yIlGpOVgl3mas6pm_i6Q,ASMR - Mukbang Part 26 #subscribe,subscribe #trending #viral #shorts #mukbang #food.,2022-11-03T14:00:22Z,https://www.youtube.com/watch?v=oCdzcnzkUSA
cerAV0isQoA,UCtT2jruHrOeiAAa8bVxepZA,Asmr food mukbang korean food mukbang asmr #food #eating #shorts,Asmr food mukbang korean food mukbang asmr #food #eating #shorts #asmr #slimeasmr #asmrslime #asmrvideo #asmrsounds ...,2023-02-02T08:15:01Z,https://www.youtube.com/watch?v=cerAV0isQoA
gc_rgB62kb4,UCgcUFVynuKwaIZLJkjhzOVg,SPICIEST CHICKEN LOLLIPOP 🍗 SPICY KALA BHUNA WHOLE CHICKEN 🐓 BENGALI STYLE KHICHDI #mukbang #asmr,,2023-02-07T15:16:04Z,https://www.youtube.com/watch?v=gc_rgB62kb4
cojtLAh8pss,UCP1e4pbKQgrwI1KnR2Yb3TQ,"Pit Bulls eat Out RAW Main Course diet, 1st time [ASMR] Picnic | MUKBANG 犬が生の肉を食べる [咀嚼音]","Pit Bulls eat Out RAW Main Course diet, 1st time [ASMR] Picnic | MUKBANG 犬が生の肉を食べる [咀嚼音] PICNIC with Pit Bulls ...",2020-08-12T13:00:12Z,https://www.youtube.com/watch?v=cojtLAh8pss
B-ywQs6r-gw,UCP1e4pbKQgrwI1KnR2Yb3TQ,nomyen the Pit Bull eats🍖RAW Duck+Chicken combo [ASMR] MUKBANG | 犬が生の肉を食べる | 개는 날 음식을 먹는다 BARF diet,"nomyen the Pit Bull eats RAW Strawberry, Cherry Tomatoes, Duck, Chicken, Quail eggs and New Zeland Green ...",2020-05-13T14:10:23Z,https://www.youtube.com/watch?v=B-ywQs6r-gw
QsZoN1UnC2c,UCx_7Isnu10jfrlV7m1Fz06A,"ASMR CHOCOLATE MUKBANG 🍫 초콜릿 디저트 먹방 NUTELLA, CHOCO ICE CREAM, CAKE, COOKIES, DESSERT EATING SOUNDS","CHOCOLATE #DESSERT #MUKBANG Hello Today menu is various popular chocolate desserts(nutella, ice cream bars, cookies, ...",2020-05-16T13:30:02Z,https://www.youtube.com/watch?v=QsZoN1UnC2c
lR0EYcZb8Rs,UCP1e4pbKQgrwI1KnR2Yb3TQ,🐶nomyen the Pit Bull eats🥝🥩🥩Rolled Ribeye&amp;Knuckle Steak combo [ASMR] MUKBANG 犬が生の肉を食べる [咀嚼音],nomyen the Pit Bull eats Rolled Ribeye&Knuckle Steak combo [ASMR] MUKBANG 犬が生の肉を食べる [咀嚼音] Premium ...,2021-01-16T13:00:14Z,https://www.youtube.com/watch?v=lR0EYcZb8Rs
09-_TEL_ZXg,UCs5bd_t06LoPydTlutgHiMQ,"SPICY MUTTON CURRY, CHICKEN LEG PIECE CURRY, BHUNA KHICHURI, GRAVY, SALAD ASMR MUKBANG EATING SHOW |","My Recipe and Vlog Channel Link:- https://www.youtube.com/channel/UCi5pSJeRu1fbXK4bzIVgSkw Hello Friends, Welcome ...",2023-01-19T08:00:00Z,https://www.youtube.com/watch?v=09-_TEL_ZXg
fSH-x09LOYg,UCP1e4pbKQgrwI1KnR2Yb3TQ,🐶🐶Oli&amp;nomy: Oli VS.🍖🐊RAW Food [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG | FEB/01/2023 EP.,Oli&nomy: Oli VS.    RAW Food [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG | FEB/01/2023 EP. | Premium RAW ...,2023-02-01T16:15:08Z,https://www.youtube.com/watch?v=fSH-x09LOYg
SbH7KRe2OzM,UCP1e4pbKQgrwI1KnR2Yb3TQ,nomyen the Pit Bull eats🦑Splendid Squid🥩Beef Steak combo[ASMR]MUKBANG 犬はココナッツを食べる 개는코코넛을 먹는다 [咀嚼音],nomyen the Pit Bull eats Splendid Squid&  Beef Steak combo [ASMR] MUKBANG 犬はココナッツを食べる 개는코코넛을 ...,2020-12-12T13:00:13Z,https://www.youtube.com/watch?v=SbH7KRe2OzM
bZnknDjyXAA,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR MUKBANG CHEESY HASH BROWNS &amp; CHICKEN NUGGETS &amp; TRIPLE CHEESEBURGER (No Talking) EATING SOUNDS,BUY MY MERCH!: https://silencestudios.com/ ASMR MUKBANG CHEESY HASH BROWNS & CHICKEN NUGGETS & TRIPLE ...,2020-03-18T02:00:03Z,https://www.youtube.com/watch?v=bZnknDjyXAA
gFxXMTcnHoo,UC_wNT_pFLQEyqh_5I3ClY1Q,"barobbo lagi, mukbang barobbo| ASMR makanan daerah",,2022-11-28T04:44:39Z,https://www.youtube.com/watch?v=gFxXMTcnHoo
Ix2-CUvGd9w,UCOXwPSOHzstsmCZCvw_8r8w,투명한 치아 씨앗 푸딩 먹방 ASMR CLEAR CHIA SEED PUDDING #shorts #asmr #eating #mukbang #쇼츠,Welcome to TeeKaa Channel~~ Enjoy TeeKaa made jelly eating ASMR Thank you so much for watching the video ♡Please ...,2022-12-27T17:30:01Z,https://www.youtube.com/watch?v=Ix2-CUvGd9w
f34ckno_KC4,UCgvNRjue4kt6B1oDkmCyaBg,ASMR Chocolate Desserts RICE CAKES MUKBANG WITH MARSHMALLOW ICE CREAM,"ASMR Chocolate Desserts RICE CAKES MUKBANG WITH MARSHMALLOW ICE CREAM asmr,eating,positive,femini ...",2022-09-22T08:56:34Z,https://www.youtube.com/watch?v=f34ckno_KC4
a0ne1AruY-8,UCxD3H-6uQq_yhhC1e0QEMnA,#mukbang #wingstop #pubgmobile #fyp #green #wings #enak #kriuk #asmrsounds #asmr  #wingstoppubg,gochujang #diet #korea #koreanfood #shorts #food #samyang #pink #diet #samyangchallenge ...,2022-10-05T07:59:08Z,https://www.youtube.com/watch?v=a0ne1AruY-8
TTdg7-iVXkA,UCKRMFS6DMBj_Fn6w54b5tUg,ASMR || RAW RICE EATING || Ngemil diet,ASMR RICE EATING MAKAN BERAS MENTAH.makan beras mentah makan beras kiloan makqn beras lokal makqn beras lokal ...,2022-10-18T22:58:29Z,https://www.youtube.com/watch?v=TTdg7-iVXkA
g85JzsSevxo,UCSsVS7X2p6ZApzk_grlN60Q,Paling Nikmat Kalau Makan Pakai Lauk Seperti Ini/Sambal Terasi Lalapan #Asmr Mukbang#Shorts,paling enak makan dengan lauk2 seperti ini ditambah dengan sambal yang sangat menggoda#Shorts.,2022-12-20T11:13:33Z,https://www.youtube.com/watch?v=g85JzsSevxo
smoyrOLeKgA,UCqaL8nSJciwGkYwiff3VyiA,SUPER YUMMY EGG NOODLES EMOJI EATING SHOW #asmr #food #eating #mukbang #satisfying,,2023-01-03T13:01:12Z,https://www.youtube.com/watch?v=smoyrOLeKgA
